Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"757"	"ZNF804B"	"699.0"	"ARCHS4 Coexpression,608;Enrichr Queries,924;GTEx Coexpression,565"	"ADGRL3"
"gene_set_query"	"758"	"ZFP92"	"699.7"	"ARCHS4 Coexpression,1113;Enrichr Queries,783;GTEx Coexpression,203"	"ID1,SH3BP5,IL12RB2"
"gene_set_query"	"759"	"FOXJ2"	"700.0"	"ARCHS4 Coexpression,1316;Enrichr Queries,503;ReMap ChIP-seq,107;GTEx Coexpression,874"	"IL1R1,ID2,ID1,LAMC1,VSIG10L"
"gene_set_query"	"760"	"ZNF585B"	"700.0"	"ARCHS4 Coexpression,914;Enrichr Queries,1005;GTEx Coexpression,181"	"ID2,RTL5"
"gene_set_query"	"761"	"IKZF4"	"700.0"	"ARCHS4 Coexpression,955;Enrichr Queries,418;GTEx Coexpression,727"	"ID2,LAMC1,PLXNC1"
"gene_set_query"	"762"	"FOXR2"	"700.3"	"ARCHS4 Coexpression,260;Enrichr Queries,540;GTEx Coexpression,1301"	"ID2,ID1,LAMC1"
"gene_set_query"	"763"	"TBX5"	"700.5"	"Literature ChIP-seq,125;ARCHS4 Coexpression,145;Enrichr Queries,1263;GTEx Coexpression,1269"	"ABHD6,LAMC1"
"gene_set_query"	"764"	"ZNF75A"	"700.7"	"ARCHS4 Coexpression,581;Enrichr Queries,364;GTEx Coexpression,1157"	"PLK2,ID2,ID1"
"gene_set_query"	"765"	"SCRT2"	"700.7"	"ARCHS4 Coexpression,195;Enrichr Queries,1287;GTEx Coexpression,620"	"RTL5"
"gene_set_query"	"766"	"POU4F2"	"701.8"	"ARCHS4 Coexpression,298;Enrichr Queries,1364;ReMap ChIP-seq,207;GTEx Coexpression,938"	"ID1,ADGRL3"
"gene_set_query"	"767"	"HMG20A"	"702.0"	"ARCHS4 Coexpression,971;Enrichr Queries,693;GTEx Coexpression,442"	"ID2,LAMC1"
"gene_set_query"	"768"	"ZNF836"	"703.0"	"ARCHS4 Coexpression,1001;Enrichr Queries,992;GTEx Coexpression,116"	"ID2,SH3BP5"
"gene_set_query"	"769"	"ZBTB5"	"703.0"	"ARCHS4 Coexpression,1424;Enrichr Queries,324;GTEx Coexpression,361"	"PLK2,ID2,ID1,VSIG10L"
"gene_set_query"	"770"	"ZSCAN21"	"703.3"	"ARCHS4 Coexpression,1158;Enrichr Queries,437;GTEx Coexpression,515"	"PLK2,ID2,ID1"
"gene_set_query"	"771"	"ST18"	"703.7"	"ARCHS4 Coexpression,907;Enrichr Queries,735;GTEx Coexpression,469"	"PLXNC1,ADGRL3"
"gene_set_query"	"772"	"MBD3"	"704.0"	"ARCHS4 Coexpression,183;Enrichr Queries,1254;ReMap ChIP-seq,26;GTEx Coexpression,1353"	"ID2,NT5DC2,ID1,SNAI1,PLXNC1"
"gene_set_query"	"773"	"DMRTA2"	"704.3"	"ARCHS4 Coexpression,381;Enrichr Queries,1324;GTEx Coexpression,408"	"VSIG10L,ADGRL3"
"gene_set_query"	"774"	"ZFPM2"	"705.0"	"ARCHS4 Coexpression,857;Enrichr Queries,579;GTEx Coexpression,679"	"CLU,ADGRL3"
"gene_set_query"	"775"	"ZNF114"	"705.3"	"ARCHS4 Coexpression,1354;Enrichr Queries,185;GTEx Coexpression,577"	"ID2,ID1,HSPA2,CLU"
"gene_set_query"	"776"	"ARID3B"	"706.0"	"ARCHS4 Coexpression,98;GTEx Coexpression,1314"	"CYP2S1,NT5DC2"
"gene_set_query"	"777"	"TFDP1"	"706.0"	"ARCHS4 Coexpression,602;Enrichr Queries,1077;ReMap ChIP-seq,193;GTEx Coexpression,952"	"NT5DC2,SNAI1"
"gene_set_query"	"778"	"ZNF660"	"706.3"	"ARCHS4 Coexpression,979;Enrichr Queries,987;GTEx Coexpression,153"	"PLXNC1,RTL5"
"gene_set_query"	"779"	"UBP1"	"707.0"	"ARCHS4 Coexpression,765;Enrichr Queries,1084;GTEx Coexpression,272"	"ID2,STON1"
"gene_set_query"	"780"	"ZBTB7C"	"707.0"	"ARCHS4 Coexpression,851;Enrichr Queries,948;GTEx Coexpression,322"	"VSIG10L,CLU"
"gene_set_query"	"781"	"RAG1"	"707.0"	"ARCHS4 Coexpression,516;Enrichr Queries,1208;GTEx Coexpression,397"	"PHACTR2"
"gene_set_query"	"782"	"CREB1"	"708.5"	"Literature ChIP-seq,95;ARCHS4 Coexpression,1472;ENCODE ChIP-seq,89;Enrichr Queries,1009;ReMap ChIP-seq,167;GTEx Coexpression,1419"	"ID2,PLK2,ID1,HSPA2,VSIG10L"
"gene_set_query"	"783"	"STAT2"	"708.6"	"ARCHS4 Coexpression,997;ENCODE ChIP-seq,117;Enrichr Queries,873;ReMap ChIP-seq,188;GTEx Coexpression,1368"	"IL1R1,ID2"
"gene_set_query"	"784"	"ZNF35"	"709.3"	"ARCHS4 Coexpression,1032;Enrichr Queries,215;GTEx Coexpression,881"	"PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"785"	"ZGPAT"	"710.7"	"ARCHS4 Coexpression,555;Enrichr Queries,1149;GTEx Coexpression,428"	"LAMC1"
"gene_set_query"	"786"	"ZNF438"	"711.0"	"ARCHS4 Coexpression,1440;Enrichr Queries,397;GTEx Coexpression,296"	"ID2,SH3BP5,PLXNC1"
"gene_set_query"	"787"	"ZNF232"	"711.7"	"ARCHS4 Coexpression,846;Enrichr Queries,272;GTEx Coexpression,1017"	"PLK2,ID2,ID1"
"gene_set_query"	"788"	"NEUROG2"	"712.0"	"ARCHS4 Coexpression,1144;Enrichr Queries,245;GTEx Coexpression,747"	"ID2,ID1,PLXNC1"
"gene_set_query"	"789"	"FERD3L"	"712.7"	"ARCHS4 Coexpression,661;Enrichr Queries,1369;GTEx Coexpression,108"	"CD109"
"gene_set_query"	"790"	"FOXK2"	"712.8"	"ARCHS4 Coexpression,479;Enrichr Queries,1173;ReMap ChIP-seq,137;GTEx Coexpression,1062"	"NT5DC2,ID1,VSIG10L"
"gene_set_query"	"791"	"MLXIPL"	"713.7"	"ARCHS4 Coexpression,1003;Enrichr Queries,365;GTEx Coexpression,773"	"ID2,ID1,CLU"
"gene_set_query"	"792"	"TCFL5"	"715.3"	"ARCHS4 Coexpression,1618;Enrichr Queries,128;GTEx Coexpression,400"	"ID2,NT5DC2,ID1,HSPA2"
"gene_set_query"	"793"	"TLX2"	"715.7"	"ARCHS4 Coexpression,476;Enrichr Queries,527;GTEx Coexpression,1144"	"NT5DC2,ID1,HSPA2"
"gene_set_query"	"794"	"THAP11"	"715.8"	"Literature ChIP-seq,142;ARCHS4 Coexpression,1585;Enrichr Queries,516;ReMap ChIP-seq,287;GTEx Coexpression,1049"	"ID2,NT5DC2,ID1"
"gene_set_query"	"795"	"ZNF764"	"717.0"	"ARCHS4 Coexpression,614;Enrichr Queries,950;GTEx Coexpression,587"	"LAMC1"
"gene_set_query"	"796"	"BNC1"	"717.3"	"ARCHS4 Coexpression,108;Enrichr Queries,1300;GTEx Coexpression,744"	"CD109,LAMC1"
"gene_set_query"	"797"	"ZSCAN18"	"718.0"	"ARCHS4 Coexpression,1544;Enrichr Queries,236;GTEx Coexpression,374"	"ID2,ID1,HSPA2,RTL5,CLU"
"gene_set_query"	"798"	"ZNF154"	"721.0"	"ARCHS4 Coexpression,1255;Enrichr Queries,770;GTEx Coexpression,138"	"IL1R1,PLXNC1,RTL5"
"gene_set_query"	"799"	"SIX4"	"721.7"	"ARCHS4 Coexpression,751;Enrichr Queries,122;GTEx Coexpression,1292"	"ID2,ID1,LAMC1,CLU"
"gene_set_query"	"800"	"MAFA"	"723.3"	"ARCHS4 Coexpression,686;Enrichr Queries,139;GTEx Coexpression,1345"	"ID2,ID1,SNAI1,CLU"
"gene_set_query"	"801"	"GTF2I"	"724.0"	"ARCHS4 Coexpression,724"	""
"gene_set_query"	"802"	"TCF15"	"724.0"	"ARCHS4 Coexpression,412;Enrichr Queries,213;GTEx Coexpression,1547"	"PLK2,ID2,CYP2S1,ID1,LAMC1"
"gene_set_query"	"803"	"ZNF470"	"725.0"	"ARCHS4 Coexpression,1089;Enrichr Queries,1001;GTEx Coexpression,85"	"PLK2,RTL5"
"gene_set_query"	"804"	"ASCL5"	"725.5"	"ARCHS4 Coexpression,959;GTEx Coexpression,492"	""
"gene_set_query"	"805"	"LHX4"	"725.7"	"ARCHS4 Coexpression,1175;Enrichr Queries,652;GTEx Coexpression,350"	"PLXNC1,LAMC1"
"gene_set_query"	"806"	"RORC"	"726.0"	"ARCHS4 Coexpression,1013;Enrichr Queries,212;GTEx Coexpression,953"	"IL1R1,ID2,ID1,CLU"
"gene_set_query"	"807"	"HOXC8"	"726.0"	"ARCHS4 Coexpression,863;Enrichr Queries,1296;GTEx Coexpression,19"	"CD109,LAMC1"
"gene_set_query"	"808"	"ATOH1"	"727.0"	"ARCHS4 Coexpression,345;Enrichr Queries,550;GTEx Coexpression,1286"	"ID1,HSPA2,ADGRL3"
"gene_set_query"	"809"	"MAX"	"727.0"	"ARCHS4 Coexpression,1543;ENCODE ChIP-seq,50;Enrichr Queries,1049;ReMap ChIP-seq,149;GTEx Coexpression,844"	"ID2,PLK2,ID1,SNAI1"
"gene_set_query"	"810"	"NPAS1"	"728.3"	"ARCHS4 Coexpression,209;Enrichr Queries,591;GTEx Coexpression,1385"	"ID2,NT5DC2,ID1"
"gene_set_query"	"811"	"NFATC2"	"729.0"	"ARCHS4 Coexpression,1350;Enrichr Queries,375;GTEx Coexpression,462"	"PLK2,ID2,PLXNC1"
"gene_set_query"	"812"	"PBX2"	"729.3"	"ARCHS4 Coexpression,722;Enrichr Queries,1056;ReMap ChIP-seq,96;GTEx Coexpression,1043"	"ID2,ID1,SNAI1"
"gene_set_query"	"813"	"ZNF586"	"729.3"	"ARCHS4 Coexpression,33;Enrichr Queries,1223;GTEx Coexpression,932"	"NT5DC2,LAMC1"
"gene_set_query"	"814"	"ZNF780A"	"729.7"	"ARCHS4 Coexpression,1137;Enrichr Queries,897;GTEx Coexpression,155"	"ID1,PLXNC1"
"gene_set_query"	"815"	"NR1I2"	"729.8"	"Literature ChIP-seq,103;ARCHS4 Coexpression,980;Enrichr Queries,1027;GTEx Coexpression,809"	"ID2,ID1"
"gene_set_query"	"816"	"ZNF267"	"730.3"	"ARCHS4 Coexpression,1303;Enrichr Queries,630;GTEx Coexpression,258"	"PLK2,ID2,PLXNC1"
"gene_set_query"	"817"	"HIC2"	"730.3"	"ARCHS4 Coexpression,475;Enrichr Queries,730;GTEx Coexpression,986"	"ID2,NT5DC2,ID1"
"gene_set_query"	"818"	"PHF1"	"730.5"	"ARCHS4 Coexpression,201;GTEx Coexpression,1260"	"ZBTB47"
"gene_set_query"	"819"	"NR1H2"	"731.8"	"ARCHS4 Coexpression,1054;Enrichr Queries,490;ReMap ChIP-seq,60;GTEx Coexpression,1323"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"820"	"OTX2"	"732.3"	"ARCHS4 Coexpression,1342;Enrichr Queries,537;ReMap ChIP-seq,55;GTEx Coexpression,995"	"PLK2,ID2,ID1,SH3BP5,LAMC1"
"gene_set_query"	"821"	"RBPJL"	"733.0"	"ARCHS4 Coexpression,1362;Enrichr Queries,266;GTEx Coexpression,571"	"ID1,SNAI1,CLU"
"gene_set_query"	"822"	"ZNF341"	"733.0"	"ARCHS4 Coexpression,710;Enrichr Queries,1156;GTEx Coexpression,333"	"ID1,PLXNC1"
"gene_set_query"	"823"	"FOXG1"	"733.0"	"ARCHS4 Coexpression,1043;Enrichr Queries,311;GTEx Coexpression,845"	"PLK2,ID2,CLU"
"gene_set_query"	"824"	"ZNF772"	"733.3"	"ARCHS4 Coexpression,169;Enrichr Queries,1108;GTEx Coexpression,923"	"PLK2,ADGRL3"
"gene_set_query"	"825"	"ARID2"	"734.0"	"ARCHS4 Coexpression,129;Enrichr Queries,1219;ReMap ChIP-seq,221;GTEx Coexpression,1367"	"ID2,PHACTR2"
"gene_set_query"	"826"	"ZNF792"	"735.0"	"ARCHS4 Coexpression,518;Enrichr Queries,409;GTEx Coexpression,1278"	"PLK2,ID2,ID1"
"gene_set_query"	"827"	"ZNF837"	"735.3"	"ARCHS4 Coexpression,444;Enrichr Queries,528;GTEx Coexpression,1234"	"ID2,ID1,IL12RB2"
"gene_set_query"	"828"	"ZNF319"	"736.0"	"ARCHS4 Coexpression,1128;Enrichr Queries,820;GTEx Coexpression,260"	"ID2,ID1,PLXNC1"
"gene_set_query"	"829"	"XPA"	"736.0"	"ARCHS4 Coexpression,702;Enrichr Queries,158;GTEx Coexpression,1348"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"830"	"FOXN3"	"736.0"	"ARCHS4 Coexpression,732;Enrichr Queries,468;GTEx Coexpression,1008"	"ID2,PHACTR2,LAMC1"
"gene_set_query"	"831"	"CDX1"	"736.3"	"ARCHS4 Coexpression,841;Enrichr Queries,687;GTEx Coexpression,681"	"ID1,SNAI1"
"gene_set_query"	"832"	"NFKB1"	"736.5"	"ARCHS4 Coexpression,952;Enrichr Queries,1048;ReMap ChIP-seq,97;GTEx Coexpression,849"	"IL1R1,ID2,ABHD6"
"gene_set_query"	"833"	"ZNF888"	"737.0"	"GTEx Coexpression,737"	""
"gene_set_query"	"834"	"ZNF461"	"738.0"	"ARCHS4 Coexpression,583;Enrichr Queries,663;GTEx Coexpression,968"	"PLK2,ID1"
"gene_set_query"	"835"	"KLF12"	"738.3"	"ARCHS4 Coexpression,259;Enrichr Queries,430;GTEx Coexpression,1526"	"ID2,PLXNC1,ADGRL3"
"gene_set_query"	"836"	"ZNF808"	"738.7"	"ARCHS4 Coexpression,277;Enrichr Queries,636;GTEx Coexpression,1303"	"CD109,ID2,NT5DC2"
"gene_set_query"	"837"	"ZNF615"	"739.0"	"ARCHS4 Coexpression,1132;Enrichr Queries,168;GTEx Coexpression,917"	"PLK2,ID2,ID1,PHACTR2"
"gene_set_query"	"838"	"TBX21"	"739.0"	"ARCHS4 Coexpression,1291;Enrichr Queries,842;ReMap ChIP-seq,4;GTEx Coexpression,819"	"IL1R1,ID2,SH3BP5,PHACTR2,PLXNC1,IL12RB2"
"gene_set_query"	"839"	"CHCHD3"	"739.5"	"ARCHS4 Coexpression,842;GTEx Coexpression,637"	""
"gene_set_query"	"840"	"ZNF19"	"740.0"	"ARCHS4 Coexpression,1044;Enrichr Queries,637;GTEx Coexpression,539"	"PLK2,ID1"
"gene_set_query"	"841"	"ZNF79"	"740.7"	"ARCHS4 Coexpression,547;Enrichr Queries,453;GTEx Coexpression,1222"	"PLK2,ID2,ID1"
"gene_set_query"	"842"	"TIGD6"	"741.0"	"ARCHS4 Coexpression,1628;Enrichr Queries,488;GTEx Coexpression,107"	"CD109,PLK2,ID2,ID1"
"gene_set_query"	"843"	"ETV3L"	"741.7"	"ARCHS4 Coexpression,693;Enrichr Queries,981;GTEx Coexpression,551"	"IL1R1"
"gene_set_query"	"844"	"ZNF552"	"742.0"	"ARCHS4 Coexpression,121;Enrichr Queries,1089;GTEx Coexpression,1016"	"NT5DC2,CLU"
"gene_set_query"	"845"	"ZNF222"	"743.0"	"ARCHS4 Coexpression,1460;Enrichr Queries,391;GTEx Coexpression,378"	"ID2,ID1,PLXNC1,CLU"
"gene_set_query"	"846"	"ZNF534"	"743.0"	"ARCHS4 Coexpression,626;GTEx Coexpression,860"	""
"gene_set_query"	"847"	"ZNF101"	"743.3"	"ARCHS4 Coexpression,1105;Enrichr Queries,849;GTEx Coexpression,276"	"ID2,PLXNC1"
"gene_set_query"	"848"	"ZNF317"	"743.7"	"ARCHS4 Coexpression,673;Enrichr Queries,1015;GTEx Coexpression,543"	"ID1"
"gene_set_query"	"849"	"ATF1"	"744.0"	"ARCHS4 Coexpression,1363;ENCODE ChIP-seq,105;Enrichr Queries,1147;ReMap ChIP-seq,205;GTEx Coexpression,900"	"ID2,ID1"
"gene_set_query"	"850"	"NR4A1"	"744.3"	"ARCHS4 Coexpression,1184;Enrichr Queries,164;ReMap ChIP-seq,258;GTEx Coexpression,1371"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"851"	"OLIG3"	"746.3"	"ARCHS4 Coexpression,408;Enrichr Queries,860;GTEx Coexpression,971"	"PLXNC1,ADGRL3"
"gene_set_query"	"852"	"RFX1"	"746.5"	"ARCHS4 Coexpression,648;Enrichr Queries,1057;ReMap ChIP-seq,128;GTEx Coexpression,1153"	"ID2,PTGR1"
"gene_set_query"	"853"	"SP9"	"747.0"	"ARCHS4 Coexpression,429;GTEx Coexpression,1065"	"ST8SIA5"
"gene_set_query"	"854"	"ZNF419"	"748.3"	"ARCHS4 Coexpression,1146;Enrichr Queries,928;GTEx Coexpression,171"	"ID1,RTL5"
"gene_set_query"	"855"	"KCNIP3"	"748.5"	"ARCHS4 Coexpression,125;GTEx Coexpression,1372"	"ZBTB47"
"gene_set_query"	"856"	"ZNF286B"	"749.0"	"ARCHS4 Coexpression,1046;GTEx Coexpression,452"	""
"gene_set_query"	"857"	"ZNF33B"	"749.3"	"ARCHS4 Coexpression,1025;Enrichr Queries,628;GTEx Coexpression,595"	"PLK2,ID2"
"gene_set_query"	"858"	"ZNF207"	"750.0"	"ARCHS4 Coexpression,1395;Enrichr Queries,1170;ReMap ChIP-seq,275;GTEx Coexpression,160"	"ZBTB47"
"gene_set_query"	"859"	"DLX1"	"750.7"	"ARCHS4 Coexpression,204;Enrichr Queries,634;GTEx Coexpression,1414"	"ID2,ID1,ST8SIA5"
"gene_set_query"	"860"	"ZNF511"	"751.0"	"ARCHS4 Coexpression,943;Enrichr Queries,551;GTEx Coexpression,759"	"ID2,ID1"
"gene_set_query"	"861"	"MAFG"	"751.8"	"ARCHS4 Coexpression,981;Enrichr Queries,671;ReMap ChIP-seq,9;GTEx Coexpression,1346"	"IL1R1,ID2,ID1,SH3BP5,PHACTR2,CLU"
"gene_set_query"	"862"	"ZBTB33"	"752.2"	"ARCHS4 Coexpression,1263;ENCODE ChIP-seq,59;Enrichr Queries,984;ReMap ChIP-seq,121;GTEx Coexpression,1334"	"ID2,NT5DC2,ID1"
"gene_set_query"	"863"	"ZNF425"	"752.7"	"ARCHS4 Coexpression,1033;Enrichr Queries,451;GTEx Coexpression,774"	"PLK2,ID2,ID1"
"gene_set_query"	"864"	"KMT2B"	"753.5"	"ARCHS4 Coexpression,1223;ReMap ChIP-seq,284"	""
"gene_set_query"	"865"	"BATF3"	"754.0"	"ARCHS4 Coexpression,597;Enrichr Queries,1022;GTEx Coexpression,643"	"ID2"
"gene_set_query"	"866"	"ZBED5"	"755.0"	"ARCHS4 Coexpression,630;GTEx Coexpression,880"	""
"gene_set_query"	"867"	"PRDM12"	"755.3"	"ARCHS4 Coexpression,859;Enrichr Queries,929;GTEx Coexpression,478"	"PLXNC1"
"gene_set_query"	"868"	"NHLH2"	"755.7"	"ARCHS4 Coexpression,421;Enrichr Queries,1293;GTEx Coexpression,553"	"ADGRL3"
"gene_set_query"	"869"	"ASH1L"	"756.3"	"ARCHS4 Coexpression,533;Enrichr Queries,1243;GTEx Coexpression,493"	""
"gene_set_query"	"870"	"ZNF780B"	"756.3"	"ARCHS4 Coexpression,1061;Enrichr Queries,1107;GTEx Coexpression,101"	"ID1,RTL5"
"gene_set_query"	"871"	"BORCS8MEF2B"	"758.0"	"ARCHS4 Coexpression,758"	""
"gene_set_query"	"872"	"ZNF554"	"758.0"	"ARCHS4 Coexpression,1077;Enrichr Queries,471;GTEx Coexpression,726"	"ID2,ID1,CLU"
"gene_set_query"	"873"	"LHX2"	"758.8"	"ARCHS4 Coexpression,1257;Enrichr Queries,285;ReMap ChIP-seq,112;GTEx Coexpression,1381"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"874"	"MLX"	"759.3"	"ARCHS4 Coexpression,409;Enrichr Queries,781;GTEx Coexpression,1088"	"ID2,ID1,ADGRL3"
"gene_set_query"	"875"	"DLX6"	"760.3"	"ARCHS4 Coexpression,205;Enrichr Queries,870;GTEx Coexpression,1206"	"ID2,ST8SIA5"
"gene_set_query"	"876"	"LHX5"	"760.7"	"ARCHS4 Coexpression,940;Enrichr Queries,871;GTEx Coexpression,471"	"ID2"
"gene_set_query"	"877"	"ZNF473"	"761.0"	"ARCHS4 Coexpression,888;Enrichr Queries,269;GTEx Coexpression,1126"	"PLK2,ID2,ID1"
"gene_set_query"	"878"	"ZFP57"	"761.3"	"ARCHS4 Coexpression,487;Enrichr Queries,599;GTEx Coexpression,1198"	"PLK2,ID2,IL12RB2"
"gene_set_query"	"879"	"TRAFD1"	"761.3"	"ARCHS4 Coexpression,517;Enrichr Queries,1097;GTEx Coexpression,670"	"ID2"
"gene_set_query"	"880"	"SP6"	"761.3"	"ARCHS4 Coexpression,1311;Enrichr Queries,161;GTEx Coexpression,812"	"PLK2,ID1,SNAI1,HSPA2"
"gene_set_query"	"881"	"ZNF454"	"761.7"	"ARCHS4 Coexpression,928;Enrichr Queries,1162;GTEx Coexpression,195"	"RTL5"
"gene_set_query"	"882"	"BHLHE41"	"763.5"	"ARCHS4 Coexpression,448;GTEx Coexpression,1079"	"ZBTB47"
"gene_set_query"	"883"	"MIXL1"	"763.7"	"ARCHS4 Coexpression,961;Enrichr Queries,572;GTEx Coexpression,758"	"ID1,SNAI1"
"gene_set_query"	"884"	"POU3F4"	"764.3"	"ARCHS4 Coexpression,350;Enrichr Queries,738;GTEx Coexpression,1205"	"ID2,ID1,ADGRL3"
"gene_set_query"	"885"	"ZFP82"	"764.3"	"ARCHS4 Coexpression,1576;Enrichr Queries,314;GTEx Coexpression,403"	"PLK2,ID2,ID1,RTL5"
"gene_set_query"	"886"	"ZBED4"	"765.0"	"ARCHS4 Coexpression,507;Enrichr Queries,1159;GTEx Coexpression,629"	"NT5DC2"
"gene_set_query"	"887"	"ZKSCAN2"	"765.7"	"ARCHS4 Coexpression,317;Enrichr Queries,515;GTEx Coexpression,1465"	"PLK2,ID2,ADGRL3"
"gene_set_query"	"888"	"AEBP1"	"766.0"	"ARCHS4 Coexpression,17;GTEx Coexpression,1515"	"ZBTB47,IL1R1,LAMC1"
"gene_set_query"	"889"	"ZNF860"	"767.0"	"ARCHS4 Coexpression,1215;GTEx Coexpression,319"	"VSIG10L"
"gene_set_query"	"890"	"ASCL2"	"768.0"	"ARCHS4 Coexpression,615;Enrichr Queries,489;GTEx Coexpression,1200"	"ID2,ID1,SNAI1"
"gene_set_query"	"891"	"TBX22"	"768.3"	"ARCHS4 Coexpression,301;Enrichr Queries,884;GTEx Coexpression,1120"	"CYP2S1,ADGRL3"
"gene_set_query"	"892"	"ZNF519"	"768.7"	"ARCHS4 Coexpression,1050;Enrichr Queries,280;GTEx Coexpression,976"	"PLK2,ID2,ID1"
"gene_set_query"	"893"	"ZNF790"	"769.0"	"ARCHS4 Coexpression,973;Enrichr Queries,803;GTEx Coexpression,531"	"ID1,CLU"
"gene_set_query"	"894"	"ZNF124"	"770.0"	"ARCHS4 Coexpression,1394;Enrichr Queries,226;GTEx Coexpression,690"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"895"	"ZMAT1"	"770.3"	"ARCHS4 Coexpression,574;Enrichr Queries,462;GTEx Coexpression,1275"	"ID1,PLXNC1,CLU"
"gene_set_query"	"896"	"POU1F1"	"770.3"	"ARCHS4 Coexpression,1479;Enrichr Queries,627;GTEx Coexpression,205"	"SNAI1,RTL5,ADGRL3"
"gene_set_query"	"897"	"FOXL2"	"771.0"	"ARCHS4 Coexpression,577;Enrichr Queries,241;GTEx Coexpression,1495"	"ID2,ID1,CLU"
"gene_set_query"	"898"	"USF2"	"771.0"	"ARCHS4 Coexpression,1171;ENCODE ChIP-seq,72;Enrichr Queries,1000;ReMap ChIP-seq,18;GTEx Coexpression,1594"	"ID2,NT5DC2,ID1,SNAI1,ABHD6,VSIG10L"
"gene_set_query"	"899"	"NFAT5"	"772.0"	"ARCHS4 Coexpression,536;Enrichr Queries,698;GTEx Coexpression,1082"	"PHACTR2,LAMC1"
"gene_set_query"	"900"	"CLOCK"	"772.0"	"Literature ChIP-seq,3;ARCHS4 Coexpression,1052;Enrichr Queries,1179;ReMap ChIP-seq,127;GTEx Coexpression,1499"	"ID1,SH3BP5,ABHD6,HSPA2,CLU"
"gene_set_query"	"901"	"PBX4"	"772.3"	"ARCHS4 Coexpression,964;Enrichr Queries,517;GTEx Coexpression,836"	"ID2,ID1,CLU"
"gene_set_query"	"902"	"KDM2A"	"772.5"	"ARCHS4 Coexpression,1121;GTEx Coexpression,424"	""
"gene_set_query"	"903"	"ZIM3"	"772.7"	"ARCHS4 Coexpression,669;Enrichr Queries,1004;GTEx Coexpression,645"	"ADGRL3"
"gene_set_query"	"904"	"HOXA9"	"774.8"	"ARCHS4 Coexpression,1516;Enrichr Queries,567;ReMap ChIP-seq,87;GTEx Coexpression,929"	"PLK2,ID2,ID1,ST8SIA5,IL12RB2"
"gene_set_query"	"905"	"ELF5"	"775.0"	"Literature ChIP-seq,135;ARCHS4 Coexpression,1508;Enrichr Queries,943;ReMap ChIP-seq,290;GTEx Coexpression,999"	"ID1"
"gene_set_query"	"906"	"PEG3"	"776.0"	"ARCHS4 Coexpression,217;GTEx Coexpression,1335"	"ADGRL3"
"gene_set_query"	"907"	"HLF"	"776.3"	"ARCHS4 Coexpression,1185;Enrichr Queries,90;GTEx Coexpression,1054"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"908"	"FOXD2"	"776.7"	"ARCHS4 Coexpression,880;Enrichr Queries,426;GTEx Coexpression,1024"	"ID2,ID1,SNAI1"
"gene_set_query"	"909"	"MLXIP"	"776.7"	"ARCHS4 Coexpression,1082;Enrichr Queries,792;GTEx Coexpression,456"	"ID2,LAMC1"
"gene_set_query"	"910"	"ZNF420"	"777.0"	"ARCHS4 Coexpression,1411;Enrichr Queries,268;GTEx Coexpression,652"	"PLK2,ID2,ID1"
"gene_set_query"	"911"	"ZNF724"	"777.0"	"ARCHS4 Coexpression,833;GTEx Coexpression,721"	""
"gene_set_query"	"912"	"ZNF516"	"778.3"	"ARCHS4 Coexpression,181;Enrichr Queries,1035;GTEx Coexpression,1119"	"ID2,PLXNC1"
"gene_set_query"	"913"	"PRDM2"	"779.3"	"ARCHS4 Coexpression,653;Enrichr Queries,1210;GTEx Coexpression,475"	""
"gene_set_query"	"914"	"TBX4"	"779.7"	"ARCHS4 Coexpression,815;Enrichr Queries,1315;GTEx Coexpression,209"	"IL1R1"
"gene_set_query"	"915"	"ZBTB22"	"779.7"	"ARCHS4 Coexpression,1206;Enrichr Queries,421;GTEx Coexpression,712"	"PLK2,ID2,ID1"
"gene_set_query"	"916"	"ARHGAP35"	"781.0"	"ARCHS4 Coexpression,44;GTEx Coexpression,1518"	"ZBTB47,LAMC1"
"gene_set_query"	"917"	"ZNF83"	"781.3"	"ARCHS4 Coexpression,1400;Enrichr Queries,271;ReMap ChIP-seq,172;GTEx Coexpression,1282"	"IL1R1,PLK2,ID1,CLU"
"gene_set_query"	"918"	"ZNF705E"	"781.5"	"ARCHS4 Coexpression,903;GTEx Coexpression,660"	""
"gene_set_query"	"919"	"ZNF146"	"781.7"	"ARCHS4 Coexpression,562;Enrichr Queries,673;GTEx Coexpression,1110"	"ID2,ID1"
"gene_set_query"	"920"	"FOXN1"	"782.0"	"ARCHS4 Coexpression,400;Enrichr Queries,949;GTEx Coexpression,997"	"ID1,VSIG10L"
"gene_set_query"	"921"	"TBX20"	"782.3"	"ARCHS4 Coexpression,122;Enrichr Queries,1357;GTEx Coexpression,868"	"LAMC1"
"gene_set_query"	"922"	"GATAD2B"	"784.3"	"ARCHS4 Coexpression,689;Enrichr Queries,1182;GTEx Coexpression,482"	""
