Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"366"	"ZNF160"	"481.0"	"ARCHS4 Coexpression,606;Enrichr Queries,605;GTEx Coexpression,232"	"ID2,PHACTR2,CLU"
"gene_set_query"	"367"	"ZNF699"	"481.3"	"ARCHS4 Coexpression,790;Enrichr Queries,621;GTEx Coexpression,33"	"CD109,PLK2,LAMC1,PLXNC1"
"gene_set_query"	"368"	"SP5"	"481.7"	"ARCHS4 Coexpression,272;Enrichr Queries,395;GTEx Coexpression,778"	"ID2,NT5DC2,ID1,CLU"
"gene_set_query"	"369"	"HOXA13"	"482.7"	"ARCHS4 Coexpression,376;Enrichr Queries,876;GTEx Coexpression,196"	"ID1,STON1,LAMC1"
"gene_set_query"	"370"	"ZFX"	"482.8"	"Literature ChIP-seq,128;ARCHS4 Coexpression,116;Enrichr Queries,1158;ReMap ChIP-seq,269;GTEx Coexpression,743"	"PHACTR2"
"gene_set_query"	"371"	"NHLH1"	"483.0"	"ARCHS4 Coexpression,579;Enrichr Queries,608;GTEx Coexpression,262"	"ID1,SNAI1,PLXNC1"
"gene_set_query"	"372"	"CXXC5"	"483.5"	"ARCHS4 Coexpression,130;GTEx Coexpression,837"	"CLU"
"gene_set_query"	"373"	"BHLHE40"	"483.5"	"ARCHS4 Coexpression,787;ENCODE ChIP-seq,26;ReMap ChIP-seq,101;GTEx Coexpression,1020"	"ID2,ID1,SH3BP5,ABHD6,VSIG10L,IL12RB2"
"gene_set_query"	"374"	"PRDM8"	"485.3"	"ARCHS4 Coexpression,1056;Enrichr Queries,340;GTEx Coexpression,60"	"IL1R1,ID2,STON1,PLXNC1"
"gene_set_query"	"375"	"FBXL19"	"486.0"	"ARCHS4 Coexpression,178;GTEx Coexpression,794"	"NT5DC2"
"gene_set_query"	"376"	"ZSCAN16"	"486.0"	"ARCHS4 Coexpression,166;Enrichr Queries,265;GTEx Coexpression,1027"	"PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"377"	"MNX1"	"486.3"	"Literature ChIP-seq,105;ARCHS4 Coexpression,642;Enrichr Queries,543;GTEx Coexpression,655"	"ID2,PLK2,ID1,PLXNC1"
"gene_set_query"	"378"	"ZNF703"	"486.7"	"ARCHS4 Coexpression,522;Enrichr Queries,130;GTEx Coexpression,808"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"379"	"FOXJ1"	"487.0"	"ARCHS4 Coexpression,768;Enrichr Queries,35;GTEx Coexpression,658"	"ID2,ID1,SNAI1,HSPA2,CLU"
"gene_set_query"	"380"	"BNC2"	"488.0"	"ARCHS4 Coexpression,50;Enrichr Queries,1368;GTEx Coexpression,46"	"STON1,LAMC1"
"gene_set_query"	"381"	"IRF4"	"489.8"	"ARCHS4 Coexpression,848;ENCODE ChIP-seq,108;Enrichr Queries,817;ReMap ChIP-seq,242;GTEx Coexpression,434"	"ID2,SH3BP5,PLXNC1"
"gene_set_query"	"382"	"ELK1"	"492.2"	"Literature ChIP-seq,139;ARCHS4 Coexpression,1386;ENCODE ChIP-seq,96;ReMap ChIP-seq,254;GTEx Coexpression,586"	"ID1"
"gene_set_query"	"383"	"SP4"	"492.6"	"ARCHS4 Coexpression,278;ENCODE ChIP-seq,38;Enrichr Queries,1023;ReMap ChIP-seq,238;GTEx Coexpression,886"	"ID2,PLK2,ID1,HSPA2,LAMC1"
"gene_set_query"	"384"	"PAX9"	"493.7"	"ARCHS4 Coexpression,303;Enrichr Queries,900;GTEx Coexpression,278"	"ID1,VSIG10L"
"gene_set_query"	"385"	"ZNF652"	"495.0"	"Literature ChIP-seq,156;ARCHS4 Coexpression,781;Enrichr Queries,714;GTEx Coexpression,329"	"ID2,HSPA2,LAMC1"
"gene_set_query"	"386"	"SP100"	"496.3"	"ARCHS4 Coexpression,223;Enrichr Queries,736;GTEx Coexpression,530"	"IL1R1,NT5DC2,PLXNC1"
"gene_set_query"	"387"	"MTF1"	"496.5"	"ARCHS4 Coexpression,729;GTEx Coexpression,264"	"PLXNC1"
"gene_set_query"	"388"	"ZNF263"	"496.8"	"Literature ChIP-seq,158;ARCHS4 Coexpression,529;ENCODE ChIP-seq,79;Enrichr Queries,793;ReMap ChIP-seq,261;GTEx Coexpression,1161"	"ID2,ID1,STON1"
"gene_set_query"	"389"	"GLIS3"	"497.7"	"ARCHS4 Coexpression,13;Enrichr Queries,118;GTEx Coexpression,1362"	"IL1R1,PLK2,LAMC1,CLU"
"gene_set_query"	"390"	"OVOL2"	"498.5"	"ARCHS4 Coexpression,628;Enrichr Queries,305;ReMap ChIP-seq,295;GTEx Coexpression,766"	"CYP2S1,ID2,ID1"
"gene_set_query"	"391"	"ZKSCAN1"	"498.6"	"ARCHS4 Coexpression,707;ENCODE ChIP-seq,99;Enrichr Queries,767;ReMap ChIP-seq,90;GTEx Coexpression,830"	"ID2,ID1,SNAI1,ABHD6,VSIG10L"
"gene_set_query"	"392"	"ZNF91"	"499.3"	"ARCHS4 Coexpression,233;Enrichr Queries,301;GTEx Coexpression,964"	"ID2,ID1,CLU,ADGRL3"
"gene_set_query"	"393"	"ZNF385B"	"503.0"	"ARCHS4 Coexpression,960;Enrichr Queries,461;GTEx Coexpression,88"	"ST8SIA5,PLXNC1,CLU,ADGRL3"
"gene_set_query"	"394"	"BRF2"	"503.0"	"ARCHS4 Coexpression,874;ReMap ChIP-seq,174;GTEx Coexpression,461"	"ID1"
"gene_set_query"	"395"	"SIX5"	"503.6"	"ARCHS4 Coexpression,415;ENCODE ChIP-seq,103;Enrichr Queries,354;ReMap ChIP-seq,208;GTEx Coexpression,1438"	"ID2,NT5DC2,ID1,LAMC1"
"gene_set_query"	"396"	"ZNF165"	"503.8"	"ARCHS4 Coexpression,285;Enrichr Queries,206;ReMap ChIP-seq,106;GTEx Coexpression,1418"	"PLK2,ID2,ID1,PHACTR2,HSPA2"
"gene_set_query"	"397"	"HOXB2"	"504.3"	"ARCHS4 Coexpression,810;Enrichr Queries,348;GTEx Coexpression,355"	"PLK2,ID2,ID1,STON1"
"gene_set_query"	"398"	"ZNF2"	"505.0"	"ARCHS4 Coexpression,531;Enrichr Queries,479"	"PLK2,ID2,ID1"
"gene_set_query"	"399"	"FOXN2"	"505.0"	"ARCHS4 Coexpression,37;Enrichr Queries,1157;GTEx Coexpression,321"	"ID2,NT5DC2,PLXNC1"
"gene_set_query"	"400"	"PURG"	"506.5"	"ARCHS4 Coexpression,179;GTEx Coexpression,834"	"ADGRL3"
"gene_set_query"	"401"	"NFYB"	"506.6"	"ARCHS4 Coexpression,1252;ENCODE ChIP-seq,83;Enrichr Queries,1038;ReMap ChIP-seq,144;GTEx Coexpression,16"	"ZBTB47,ID2,STON1,HSPA2,VSIG10L"
"gene_set_query"	"402"	"BHLHE23"	"507.0"	"ARCHS4 Coexpression,677;GTEx Coexpression,337"	"IL12RB2"
"gene_set_query"	"403"	"LYL1"	"507.0"	"Literature ChIP-seq,100;ARCHS4 Coexpression,541;Enrichr Queries,1120;ReMap ChIP-seq,125;GTEx Coexpression,649"	"IL1R1,ID2,ID1,SNAI1"
"gene_set_query"	"404"	"JDP2"	"507.3"	"ARCHS4 Coexpression,884;Enrichr Queries,37;GTEx Coexpression,601"	"IL1R1,PLK2,ID2,ID1,CLU"
"gene_set_query"	"405"	"HLX"	"508.0"	"ARCHS4 Coexpression,892;Enrichr Queries,38;GTEx Coexpression,594"	"IL1R1,PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"406"	"PHF21A"	"509.3"	"ARCHS4 Coexpression,452;Enrichr Queries,794;GTEx Coexpression,282"	"ID2,PLXNC1,LAMC1"
"gene_set_query"	"407"	"TP53"	"509.6"	"Literature ChIP-seq,12;ARCHS4 Coexpression,399;Enrichr Queries,899;ReMap ChIP-seq,68;GTEx Coexpression,1170"	"PLK2,CYP2S1,ID2,NT5DC2,CD109,ID1,RTL5"
"gene_set_query"	"408"	"OVOL1"	"509.7"	"ARCHS4 Coexpression,343;Enrichr Queries,774;GTEx Coexpression,412"	"PLK2,ID1,VSIG10L"
"gene_set_query"	"409"	"NFKB2"	"510.0"	"ARCHS4 Coexpression,883;Enrichr Queries,400;ReMap ChIP-seq,82;GTEx Coexpression,675"	"IL1R1,PLK2,ID2,ABHD6,RTL5,CLU"
"gene_set_query"	"410"	"PRDM5"	"510.5"	"Literature ChIP-seq,76;ARCHS4 Coexpression,1548;Enrichr Queries,267;GTEx Coexpression,151"	"IL1R1,CD109,PHACTR2,ABHD6,PTGR1"
"gene_set_query"	"411"	"ETV5"	"511.0"	"ARCHS4 Coexpression,366;Enrichr Queries,155;GTEx Coexpression,1012"	"PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"412"	"SNAI3"	"511.0"	"ARCHS4 Coexpression,526;Enrichr Queries,419;GTEx Coexpression,588"	"ID2,ID1,CLU"
"gene_set_query"	"413"	"CEBPG"	"511.5"	"ARCHS4 Coexpression,991;Enrichr Queries,283;ReMap ChIP-seq,21;GTEx Coexpression,751"	"IL1R1,CYP2S1,PLK2,ID2,ID1,PHACTR2"
"gene_set_query"	"414"	"THAP8"	"511.7"	"ARCHS4 Coexpression,643;Enrichr Queries,810;GTEx Coexpression,82"	"ID2,ID1,HSPA2"
"gene_set_query"	"415"	"FOXO3"	"512.0"	"Literature ChIP-seq,80;ARCHS4 Coexpression,396;Enrichr Queries,725;GTEx Coexpression,847"	"ID2,PLK2,PHACTR2,LAMC1,PLXNC1"
"gene_set_query"	"416"	"IRF6"	"512.0"	"ARCHS4 Coexpression,831;Enrichr Queries,179;GTEx Coexpression,526"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"417"	"HOXA5"	"512.3"	"ARCHS4 Coexpression,1093;Enrichr Queries,429;GTEx Coexpression,15"	"ID2,ID1,SH3BP5,PHACTR2,HSPA2"
"gene_set_query"	"418"	"CEBPA"	"513.0"	"Literature ChIP-seq,86;ARCHS4 Coexpression,1238;Enrichr Queries,435;ReMap ChIP-seq,15;GTEx Coexpression,791"	"IL1R1,ID2,ID1,SH3BP5,STON1,HSPA2,PTGR1,CLU,ADGRL3"
"gene_set_query"	"419"	"THAP5"	"514.0"	"ARCHS4 Coexpression,229;Enrichr Queries,862;GTEx Coexpression,451"	"PHACTR2"
"gene_set_query"	"420"	"NR1D2"	"514.0"	"ARCHS4 Coexpression,499;Enrichr Queries,99;GTEx Coexpression,944"	"ZBTB47,PLK2,ID2,ID1,CLU"
"gene_set_query"	"421"	"KDM2B"	"514.5"	"ARCHS4 Coexpression,375;GTEx Coexpression,654"	"CYP2S1"
"gene_set_query"	"422"	"ZNF10"	"514.7"	"ARCHS4 Coexpression,1065;Enrichr Queries,355;GTEx Coexpression,124"	"PLK2,ID2,ID1,RTL5"
"gene_set_query"	"423"	"CEBPE"	"516.3"	"ARCHS4 Coexpression,871;Enrichr Queries,240;GTEx Coexpression,438"	"IL1R1,ID2,ID1,CLU"
"gene_set_query"	"424"	"BCL11A"	"517.0"	"ARCHS4 Coexpression,1280;ENCODE ChIP-seq,87;Enrichr Queries,393;ReMap ChIP-seq,139;GTEx Coexpression,686"	"PLK2,ID2,ID1,SH3BP5,PLXNC1"
"gene_set_query"	"425"	"SGSM2"	"517.5"	"ARCHS4 Coexpression,143;GTEx Coexpression,892"	"ZBTB47"
"gene_set_query"	"426"	"ESR2"	"520.0"	"Literature ChIP-seq,85;ARCHS4 Coexpression,1412;Enrichr Queries,972;ReMap ChIP-seq,48;GTEx Coexpression,83"	"ID2,ID1,SH3BP5,LAMC1,HSPA2"
"gene_set_query"	"427"	"ZBTB34"	"520.3"	"ARCHS4 Coexpression,456;Enrichr Queries,778;GTEx Coexpression,327"	"ID2,PLXNC1,LAMC1"
"gene_set_query"	"428"	"RELA"	"521.5"	"Literature ChIP-seq,117;ARCHS4 Coexpression,1022;ENCODE ChIP-seq,92;Enrichr Queries,766;ReMap ChIP-seq,256;GTEx Coexpression,876"	"ID2,SNAI1,HSPA2,CLU"
"gene_set_query"	"429"	"IRF9"	"521.8"	"ARCHS4 Coexpression,640;Enrichr Queries,55;ReMap ChIP-seq,177;GTEx Coexpression,1215"	"IL1R1,PLK2,ID2,ID1,CLU"
"gene_set_query"	"430"	"NR1H3"	"521.8"	"Literature ChIP-seq,98;ARCHS4 Coexpression,712;Enrichr Queries,495;ReMap ChIP-seq,260;GTEx Coexpression,1044"	"ID2,ID1,PHACTR2,CLU"
"gene_set_query"	"431"	"SMAD4"	"522.4"	"Literature ChIP-seq,18;ARCHS4 Coexpression,535;Enrichr Queries,1094;ReMap ChIP-seq,50;GTEx Coexpression,915"	"ID2,ID1,SH3BP5,ST8SIA5,PHACTR2,HSPA2,PLXNC1,ADGRL3"
"gene_set_query"	"432"	"ZBTB38"	"524.0"	"ARCHS4 Coexpression,70;Enrichr Queries,132;GTEx Coexpression,1370"	"PLK2,ID2,CD109,PHACTR2,LAMC1"
"gene_set_query"	"433"	"ZNF462"	"524.7"	"ARCHS4 Coexpression,189;Enrichr Queries,717;GTEx Coexpression,668"	"PLK2,LAMC1,ADGRL3"
"gene_set_query"	"434"	"ZNF532"	"524.7"	"ARCHS4 Coexpression,328;Enrichr Queries,952;GTEx Coexpression,294"	"LAMC1,RTL5,ADGRL3"
"gene_set_query"	"435"	"NFYA"	"525.0"	"ARCHS4 Coexpression,786;ENCODE ChIP-seq,57;Enrichr Queries,1014;ReMap ChIP-seq,115;GTEx Coexpression,653"	"ID2,ID1,HSPA2,VSIG10L"
"gene_set_query"	"436"	"SP1"	"526.0"	"ARCHS4 Coexpression,745;ENCODE ChIP-seq,22;Enrichr Queries,1042;ReMap ChIP-seq,157;GTEx Coexpression,664"	"ID2,PLK2,ID1,HSPA2,CLU"
"gene_set_query"	"437"	"ZNF350"	"526.0"	"ARCHS4 Coexpression,944;Enrichr Queries,276;GTEx Coexpression,358"	"PLK2,ID2,ID1,PLXNC1"
"gene_set_query"	"438"	"THAP10"	"527.7"	"ARCHS4 Coexpression,953;Enrichr Queries,125;GTEx Coexpression,505"	"PLK2,ID2,ID1,HSPA2"
"gene_set_query"	"439"	"FEV"	"528.3"	"ARCHS4 Coexpression,111;Enrichr Queries,1345;GTEx Coexpression,129"	"NT5DC2,CLU,RTL5"
"gene_set_query"	"440"	"POU2F2"	"529.0"	"ARCHS4 Coexpression,720;ENCODE ChIP-seq,62;Enrichr Queries,1165;ReMap ChIP-seq,262;GTEx Coexpression,436"	"SNAI1,HSPA2"
"gene_set_query"	"441"	"STAT4"	"530.8"	"Literature ChIP-seq,64;ARCHS4 Coexpression,481;Enrichr Queries,727;GTEx Coexpression,851"	"IL1R1,ID2,SH3BP5,LAMC1,IL12RB2"
"gene_set_query"	"442"	"TIGD3"	"531.0"	"ARCHS4 Coexpression,347;Enrichr Queries,1102;GTEx Coexpression,144"	"ID1,PLXNC1"
"gene_set_query"	"443"	"CDX4"	"531.0"	"ARCHS4 Coexpression,73;Enrichr Queries,592;GTEx Coexpression,928"	"CYP2S1,ID1,SNAI1,PHACTR2"
"gene_set_query"	"444"	"PDX1"	"531.4"	"Literature ChIP-seq,96;ARCHS4 Coexpression,314;Enrichr Queries,1388;ReMap ChIP-seq,159;GTEx Coexpression,700"	"ID2,PHACTR2,CLU,RTL5"
"gene_set_query"	"445"	"ZIC5"	"532.0"	"ARCHS4 Coexpression,75;Enrichr Queries,632;GTEx Coexpression,889"	"ID2,CYP2S1,NT5DC2,ID1"
"gene_set_query"	"446"	"ZNF205"	"532.0"	"ARCHS4 Coexpression,384;Enrichr Queries,678;GTEx Coexpression,534"	"ID2,NT5DC2,ID1"
"gene_set_query"	"447"	"ZKSCAN5"	"532.7"	"ARCHS4 Coexpression,167;Enrichr Queries,304;GTEx Coexpression,1127"	"PLK2,ID2,ID1,PHACTR2"
"gene_set_query"	"448"	"RELB"	"533.5"	"ARCHS4 Coexpression,709;Enrichr Queries,189;ReMap ChIP-seq,206;GTEx Coexpression,1030"	"IL1R1,PLK2,ID2,ID1,CLU"
"gene_set_query"	"449"	"FOXD4"	"533.7"	"ARCHS4 Coexpression,856;Enrichr Queries,246;GTEx Coexpression,499"	"PLK2,ID2,ID1"
"gene_set_query"	"450"	"ZNF157"	"534.0"	"ARCHS4 Coexpression,552;Enrichr Queries,777;GTEx Coexpression,273"	"HSPA2,RTL5,IL12RB2"
"gene_set_query"	"451"	"HES3"	"534.3"	"ARCHS4 Coexpression,80;Enrichr Queries,957;GTEx Coexpression,566"	"ID2,CYP2S1,NT5DC2"
"gene_set_query"	"452"	"ZFP28"	"534.7"	"ARCHS4 Coexpression,485;Enrichr Queries,734;GTEx Coexpression,385"	"PLK2,HSPA2,RTL5,ADGRL3"
"gene_set_query"	"453"	"ZNF583"	"534.7"	"ARCHS4 Coexpression,682;Enrichr Queries,307;GTEx Coexpression,615"	"PLK2,ID2,ID1"
"gene_set_query"	"454"	"TAL1"	"535.3"	"Literature ChIP-seq,124;ARCHS4 Coexpression,1397;ENCODE ChIP-seq,69;Enrichr Queries,445;ReMap ChIP-seq,166;GTEx Coexpression,1011"	"IL1R1,ID2,ID1,PLXNC1,CLU"
"gene_set_query"	"455"	"ZBED2"	"535.7"	"ARCHS4 Coexpression,293;Enrichr Queries,623;GTEx Coexpression,691"	"PLK2,ID1,IL12RB2"
"gene_set_query"	"456"	"LHX3"	"535.7"	"ARCHS4 Coexpression,94;Enrichr Queries,1363;GTEx Coexpression,150"	"NT5DC2,HSPA2,RTL5"
"gene_set_query"	"457"	"TBX19"	"537.0"	"ARCHS4 Coexpression,1246;Enrichr Queries,151;GTEx Coexpression,214"	"IL1R1,ID2,ID1,SNAI1,RTL5"
"gene_set_query"	"458"	"ZNF667"	"537.7"	"ARCHS4 Coexpression,1140;Enrichr Queries,251;GTEx Coexpression,222"	"ID2,ID1,RTL5,CLU"
"gene_set_query"	"459"	"ZNF786"	"538.0"	"ARCHS4 Coexpression,477;Enrichr Queries,529;GTEx Coexpression,608"	"ID2,ID1,LAMC1"
"gene_set_query"	"460"	"CREB3L2"	"538.7"	"ARCHS4 Coexpression,41;Enrichr Queries,3;GTEx Coexpression,1572"	"IL1R1,PLK2,ID2,ID1,PHACTR2,LAMC1"
"gene_set_query"	"461"	"FOXA3"	"540.0"	"ARCHS4 Coexpression,404;Enrichr Queries,487;GTEx Coexpression,729"	"CYP2S1,ID2,ID1"
"gene_set_query"	"462"	"BATF"	"540.6"	"ARCHS4 Coexpression,717;ENCODE ChIP-seq,68;Enrichr Queries,1123;ReMap ChIP-seq,10;GTEx Coexpression,785"	"IL1R1,ID2,SH3BP5,ABHD6,LAMC1,PLXNC1,CLU"
"gene_set_query"	"463"	"FOXP1"	"541.0"	"Literature ChIP-seq,90;ARCHS4 Coexpression,1157;Enrichr Queries,1026;ReMap ChIP-seq,140;GTEx Coexpression,292"	"ID2,PLK2,ID1,STON1,HSPA2,CLU"
"gene_set_query"	"464"	"RUNX3"	"542.8"	"ARCHS4 Coexpression,895;ENCODE ChIP-seq,67;Enrichr Queries,827;ReMap ChIP-seq,63;GTEx Coexpression,862"	"ID2,SH3BP5,LAMC1,PLXNC1,HSPA2,IL12RB2"
"gene_set_query"	"465"	"ZXDB"	"543.3"	"ARCHS4 Coexpression,139;Enrichr Queries,446;GTEx Coexpression,1045"	"PLK2,ID2,ID1"
"gene_set_query"	"466"	"RFX5"	"543.6"	"ARCHS4 Coexpression,853;ENCODE ChIP-seq,44;Enrichr Queries,814;ReMap ChIP-seq,100;GTEx Coexpression,907"	"ID2,ID1,SNAI1"
"gene_set_query"	"467"	"ZNF404"	"543.7"	"ARCHS4 Coexpression,1160;Enrichr Queries,72;GTEx Coexpression,399"	"PLK2,ID2,ID1,RTL5,CLU"
"gene_set_query"	"468"	"SPIB"	"544.3"	"ARCHS4 Coexpression,206;Enrichr Queries,831;ReMap ChIP-seq,185;GTEx Coexpression,955"	"ID1,SH3BP5,LAMC1,CLU"
"gene_set_query"	"469"	"TET1"	"545.3"	"Literature ChIP-seq,29;ARCHS4 Coexpression,253;GTEx Coexpression,1354"	"IL1R1,CYP2S1,STON1,SH3BP5,ABHD6"
"gene_set_query"	"470"	"ZNF497"	"545.3"	"ARCHS4 Coexpression,538;Enrichr Queries,908;GTEx Coexpression,190"	"ID1,RTL5"
"gene_set_query"	"471"	"NPAS4"	"545.3"	"ARCHS4 Coexpression,939;Enrichr Queries,389;GTEx Coexpression,308"	"PLK2,ID2,ID1,RTL5"
"gene_set_query"	"472"	"DZIP1"	"545.7"	"ARCHS4 Coexpression,320;Enrichr Queries,408;GTEx Coexpression,909"	"PLK2,PLXNC1,CLU,ADGRL3"
"gene_set_query"	"473"	"ONECUT1"	"546.0"	"ARCHS4 Coexpression,783;Enrichr Queries,574;ReMap ChIP-seq,20;GTEx Coexpression,807"	"IL1R1,PLK2,ID2,SH3BP5,PLXNC1,CLU"
"gene_set_query"	"474"	"SALL3"	"546.3"	"ARCHS4 Coexpression,46;Enrichr Queries,82;GTEx Coexpression,1511"	"ID2,CYP2S1,ID1,PLXNC1,ADGRL3"
"gene_set_query"	"475"	"PRDM14"	"547.8"	"Literature ChIP-seq,51;ARCHS4 Coexpression,248;Enrichr Queries,867;ReMap ChIP-seq,264;GTEx Coexpression,1309"	"CYP2S1,CD109,STON1,SNAI1,ADGRL3"
"gene_set_query"	"476"	"ZFP30"	"548.7"	"ARCHS4 Coexpression,532;Enrichr Queries,417;GTEx Coexpression,697"	"PLK2,ID2,ID1"
"gene_set_query"	"477"	"ZNF441"	"549.7"	"ARCHS4 Coexpression,805;Enrichr Queries,463;GTEx Coexpression,381"	"PLK2,PHACTR2,PLXNC1,RTL5"
"gene_set_query"	"478"	"ZBTB3"	"550.0"	"ARCHS4 Coexpression,770;Enrichr Queries,362;GTEx Coexpression,518"	"PLK2,ID2,ID1"
"gene_set_query"	"479"	"EN2"	"550.0"	"ARCHS4 Coexpression,433;Enrichr Queries,548;GTEx Coexpression,669"	"ID2,ID1,ADGRL3"
"gene_set_query"	"480"	"IKZF5"	"551.3"	"ARCHS4 Coexpression,42;Enrichr Queries,1083;GTEx Coexpression,529"	"ID2,NT5DC2,LAMC1"
"gene_set_query"	"481"	"TBP"	"552.0"	"Literature ChIP-seq,141;ARCHS4 Coexpression,1420;ENCODE ChIP-seq,48;ReMap ChIP-seq,245;GTEx Coexpression,906"	"PLK2,ID2,ID1"
"gene_set_query"	"482"	"PAX1"	"552.3"	"ARCHS4 Coexpression,225;Enrichr Queries,1382;GTEx Coexpression,50"	"CD109,ID2"
"gene_set_query"	"483"	"RFX3"	"554.3"	"ARCHS4 Coexpression,414;Enrichr Queries,784;GTEx Coexpression,465"	"PLXNC1,ADGRL3"
"gene_set_query"	"484"	"MNT"	"554.5"	"ARCHS4 Coexpression,868;Enrichr Queries,786;ReMap ChIP-seq,111;GTEx Coexpression,453"	"ID2,ID1"
"gene_set_query"	"485"	"CTCF"	"555.3"	"Literature ChIP-seq,32;ARCHS4 Coexpression,849;ENCODE ChIP-seq,5;Enrichr Queries,1272;ReMap ChIP-seq,252;GTEx Coexpression,922"	"PLK2,SNAI1,SH3BP5,LAMC1,HSPA2,PLXNC1,CLU,IL12RB2"
"gene_set_query"	"486"	"EOMES"	"555.6"	"Literature ChIP-seq,9;ARCHS4 Coexpression,905;Enrichr Queries,970;ReMap ChIP-seq,56;GTEx Coexpression,838"	"ID2,PLK2,CYP2S1,ID1,PHACTR2,ABHD6,LAMC1,IL12RB2"
"gene_set_query"	"487"	"SIX2"	"556.5"	"ARCHS4 Coexpression,210;Enrichr Queries,646;ReMap ChIP-seq,219;GTEx Coexpression,1151"	"ID2,NT5DC2,ID1,LAMC1"
"gene_set_query"	"488"	"VEZF1"	"556.7"	"ARCHS4 Coexpression,506;Enrichr Queries,825;GTEx Coexpression,339"	"ID2,STON1,LAMC1,ADGRL3"
"gene_set_query"	"489"	"PHOX2B"	"557.0"	"ARCHS4 Coexpression,93;Enrichr Queries,1328;GTEx Coexpression,250"	"NT5DC2,STON1,RTL5"
"gene_set_query"	"490"	"PIN1"	"557.0"	"ARCHS4 Coexpression,600;GTEx Coexpression,514"	""
"gene_set_query"	"491"	"EGR4"	"557.0"	"ARCHS4 Coexpression,403;Enrichr Queries,669;GTEx Coexpression,599"	"PLK2,ID1,CLU"
"gene_set_query"	"492"	"HES7"	"558.0"	"ARCHS4 Coexpression,584;Enrichr Queries,142;GTEx Coexpression,948"	"ID2,ID1,SNAI1,CLU"
"gene_set_query"	"493"	"BARX1"	"558.0"	"ARCHS4 Coexpression,185;Enrichr Queries,1396;GTEx Coexpression,93"	"NT5DC2,STON1"
"gene_set_query"	"494"	"KLF1"	"558.2"	"Literature ChIP-seq,115;ARCHS4 Coexpression,771;Enrichr Queries,812;ReMap ChIP-seq,227;GTEx Coexpression,866"	"ID2,PLK2,ID1"
"gene_set_query"	"495"	"ZNF92"	"560.5"	"ARCHS4 Coexpression,1149;Enrichr Queries,412;ReMap ChIP-seq,53;GTEx Coexpression,628"	"CYP2S1,PLK2,ID2,ID1,VSIG10L"
"gene_set_query"	"496"	"REST"	"560.8"	"Literature ChIP-seq,93;ARCHS4 Coexpression,1619;ENCODE ChIP-seq,12;Enrichr Queries,651;ReMap ChIP-seq,147;GTEx Coexpression,843"	"ID2,ID1,SNAI1,ST8SIA5,ABHD6,LAMC1,PLXNC1,PTGR1,VSIG10L"
"gene_set_query"	"497"	"ZBTB7A"	"561.4"	"ARCHS4 Coexpression,1435;ENCODE ChIP-seq,40;Enrichr Queries,731;ReMap ChIP-seq,215;GTEx Coexpression,386"	"ID2,ID1,STON1,SNAI1,VSIG10L"
"gene_set_query"	"498"	"KLF3"	"562.0"	"ARCHS4 Coexpression,1219;Enrichr Queries,233;ReMap ChIP-seq,32;GTEx Coexpression,764"	"ID2,PLK2,ID1,ABHD6,LAMC1,CLU"
"gene_set_query"	"499"	"LHX1"	"562.0"	"ARCHS4 Coexpression,578;Enrichr Queries,546"	"ID2,ID1"
"gene_set_query"	"500"	"DLX5"	"562.0"	"ARCHS4 Coexpression,269;Enrichr Queries,588;GTEx Coexpression,829"	"ID2,ID1,ST8SIA5"
"gene_set_query"	"501"	"HIF3A"	"562.3"	"ARCHS4 Coexpression,897;Enrichr Queries,622;GTEx Coexpression,168"	"ID1,STON1,CLU"
"gene_set_query"	"502"	"ZNF518B"	"564.3"	"ARCHS4 Coexpression,162;Enrichr Queries,51;GTEx Coexpression,1480"	"PLK2,ID2,ID1,PHACTR2,LAMC1"
"gene_set_query"	"503"	"HEY1"	"565.3"	"ARCHS4 Coexpression,28;Enrichr Queries,98;GTEx Coexpression,1570"	"PLK2,ID2,ID1,CLU,ADGRL3"
"gene_set_query"	"504"	"CSRNP3"	"567.5"	"ARCHS4 Coexpression,464;GTEx Coexpression,671"	"ADGRL3"
"gene_set_query"	"505"	"POU2F1"	"567.8"	"ARCHS4 Coexpression,490;Enrichr Queries,1106;ReMap ChIP-seq,84;GTEx Coexpression,591"	"ID1,HSPA2,LAMC1,CLU,ADGRL3"
"gene_set_query"	"506"	"OSR2"	"569.7"	"ARCHS4 Coexpression,69;Enrichr Queries,61;GTEx Coexpression,1579"	"IL1R1,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"507"	"HOXD11"	"570.0"	"ARCHS4 Coexpression,439;Enrichr Queries,857;GTEx Coexpression,414"	"NT5DC2,ID1,STON1"
"gene_set_query"	"508"	"NANOGP8"	"571.0"	"ARCHS4 Coexpression,397;GTEx Coexpression,745"	"CYP2S1"
"gene_set_query"	"509"	"ZNF596"	"571.3"	"ARCHS4 Coexpression,761;Enrichr Queries,230;GTEx Coexpression,723"	"PLK2,ID2,ID1,CLU"
